title,avg_user_rating,rating_count,rating_std,weighted_rating,popularity_score,consistency_score,hybrid_score,recommended_for_age_group,reason
Willy Wonka & the Chocolate Factory (1971),4.7,5,0.4472135954999579,0.7447608944416074,0.387119719313728,0.7224931707900931,0.6330149971729407,Kids (5-12),Trending among this age group
Back to the Future (1985),4.375,8,0.5824823725107175,0.6642291820948187,0.5480255314308644,0.5926888238466028,0.6150600152459892,Kids (5-12),Trending among this age group
Apollo 13 (1995),4.125,12,0.5276448530110863,0.5526315789473684,0.6786795791338603,0.6425404933850832,0.6084277618908589,Kids (5-12),Trending among this age group
Forrest Gump (1994),4.09375,16,0.800390529679106,0.5449516078536093,0.8161518636603415,0.42460300473480456,0.6022419639718681,Kids (5-12),Trending among this age group
Monty Python and the Holy Grail (1975),4.428571428571429,7,0.6074928962939559,0.6753547133045732,0.49348470134481287,0.5710816467540626,0.599939096406543,Kids (5-12),Trending among this age group
Babe (1995),4.5,6,0.5477225575051661,0.6881918647004437,0.43240041032189364,0.6238783409581828,0.5985917236384265,Kids (5-12),Trending among this age group
V for Vendetta (2006),4.5,5,0.35355339059327384,0.6615761882163129,0.3387297543995119,0.8275708002487674,0.5979211804777635,Kids (5-12),Trending among this age group
Ocean's Eleven (2001),4.5,5,0.3535533905932738,0.6615761882163129,0.3387297543995119,0.8275708002487676,0.5979211804777635,Kids (5-12),Trending among this age group
Toy Story (1995),4.107142857142857,14,0.8588581737617466,0.5484258804912618,0.7518593681549504,0.3862087884436766,0.5770125083808514,Kids (5-12),Trending among this age group
Terminator 2: Judgment Day (1991),4.428571428571429,7,0.786795792469443,0.6753547133045732,0.49348470134481287,0.43389036652461416,0.5725008403606533,Kids (5-12),Trending among this age group
Goodfellas (1990),4.214285714285714,7,0.3933978962347216,0.5684029481577672,0.4333139356585954,0.7811426812320826,0.5704241910228787,Kids (5-12),Trending among this age group
"Monsters, Inc. (2001)",4.5,5,0.4999999999999999,0.6615761882163129,0.3387297543995119,0.6690537950219857,0.5662177794324073,Kids (5-12),Trending among this age group
"Shawshank Redemption, The (1994)",4.423076923076923,13,0.4935481167928247,0.9979243404690917,0.9125959115454685,0.7215643354890161,0.9170538107959897,Teens (13-17),Trending among this age group
"Silence of the Lambs, The (1991)",4.4,15,0.7121396331779725,1.0,0.9935180565685295,0.5309665646327295,0.9042487298971048,Teens (13-17),Trending among this age group
Forrest Gump (1994),4.235294117647059,17,0.5894289359950317,0.8581642225356647,1.0,0.6315079907551968,0.8553837094188717,Teens (13-17),Trending among this age group
Star Wars: Episode IV - A New Hope (1977),4.3,15,0.7745966692414833,0.9060298586428477,0.9509149143784926,0.4851328093712445,0.8353159655092206,Teens (13-17),Trending among this age group
Schindler's List (1993),4.45,10,0.6433419688539593,0.9736270493222542,0.7586118609507523,0.5854857653611794,0.8314942360185886,Teens (13-17),Trending among this age group
E.T. the Extra-Terrestrial (1982),4.571428571428571,7,0.5345224838248487,0.9881390883948059,0.5796589610081708,0.6817020043953919,0.8043076333789326,Teens (13-17),Trending among this age group
"Fugitive, The (1993)",4.2727272727272725,11,0.4670993664969139,0.8422508966085481,0.7504210176423975,0.7484777823086614,0.7959473100587257,Teens (13-17),Trending among this age group
Fargo (1996),4.25,12,0.6215815605080611,0.8335113446993015,0.7940148696566717,0.6036929673522041,0.7756987267170931,Teens (13-17),Trending among this age group
Star Wars: Episode VI - Return of the Jedi (1983),4.3,10,0.586893895388634,0.8520186310953519,0.7033433645211845,0.6337489751327854,0.7637621199305884,Teens (13-17),Trending among this age group
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),4.2272727272727275,11,0.6842381297339531,0.8039667649445221,0.7330652600101051,0.5525404239817774,0.7324110452716481,Teens (13-17),Trending among this age group
"Lion King, The (1994)",4.066666666666666,15,0.5936168397046637,0.6867661954761595,0.8515075826017398,0.6278214878924444,0.7243996700970905,Teens (13-17),Trending among this age group
Spirited Away (Sen to Chihiro no kamikakushi) (2001),4.357142857142857,7,0.4755948656056711,0.840471723404996,0.5111896253456114,0.7397278408567161,0.7215383174775246,Teens (13-17),Trending among this age group
Who Framed Roger Rabbit? (1988),4.6,5,0.5477225575051663,0.925276639746388,0.38544633740947876,0.6693096763810304,0.7121341563722436,Teens (13-17),Trending among this age group
"Matrix, The (1999)",4.166666666666667,12,0.7487363091276267,0.7609729899674652,0.7611710447654999,0.5037131423262295,0.7095804368786285,Teens (13-17),Trending among this age group
Goodfellas (1990),4.428571428571429,7,0.7867957924694429,0.8896941784015993,0.5340127372331315,0.4765545939462297,0.700361829159985,Teens (13-17),Trending among this age group
Beauty and the Beast (1991),4.181818181818182,11,0.7507571935295484,0.7656826332804986,0.7157095023778124,0.5022413920082155,0.6980024457552361,Teens (13-17),Trending among this age group
"Princess Bride, The (1987)",4.5,6,0.7745966692414834,0.9061168528684248,0.46450388558300654,0.4851328093712445,0.6894361539833633,Teens (13-17),Trending among this age group
Toy Story 2 (1999),4.416666666666667,6,0.584522597225006,0.8531080551797751,0.4395867728908567,0.6358517014571914,0.6856003997485828,Teens (13-17),Trending among this age group
Star Wars: Episode V - The Empire Strikes Back (1980),4.115384615384615,13,0.8454250941056756,0.7222785924881121,0.7878226168436553,0.4369097884479298,0.6848680389867386,Teens (13-17),Trending among this age group
"Sound of Music, The (1965)",4.5,5,0.5,0.8678504422503515,0.35791445616594453,0.7151430950384978,0.6843281769826587,Teens (13-17),Trending among this age group
"Matrix, The (1999)",4.4411764705882355,34,0.8049534701624435,0.966268443743472,1.0,0.32424352329194606,0.8479829265301252,Young Adults (18-35),Trending among this age group
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),4.578947368421052,19,0.4491707759470914,0.9918604682967148,0.7975054418305599,0.5303467029775603,0.8412512072930375,Young Adults (18-35),Trending among this age group
"Usual Suspects, The (1995)",4.678571428571429,14,0.37247317183424605,1.0,0.6951658596233273,0.5887777699633066,0.8263053118796595,Young Adults (18-35),Trending among this age group
Star Wars: Episode IV - A New Hope (1977),4.444444444444445,27,0.7762500258061849,0.9416311072462537,0.9042418209933997,0.33780944658149303,0.8096499892374454,Young Adults (18-35),Trending among this age group
Star Wars: Episode VI - Return of the Jedi (1983),4.42,25,0.7314369419163895,0.912352639796147,0.8642816654691154,0.3598884519780328,0.7874385099344147,Young Adults (18-35),Trending among this age group
"Silence of the Lambs, The (1991)",4.416666666666667,24,0.6538625481582947,0.9045466479788579,0.8462966516043497,0.4009369951821088,0.7863497185071556,Young Adults (18-35),Trending among this age group
"Shawshank Redemption, The (1994)",4.35,30,0.7784821659862355,0.8762973015535581,0.9167518932187888,0.3367387823258752,0.7805219752075907,Young Adults (18-35),Trending among this age group
Saving Private Ryan (1998),4.357142857142857,21,0.5732115042211109,0.8420843179158896,0.7731600262144986,0.447905736021712,0.7425713140266368,Young Adults (18-35),Trending among this age group
Pulp Fiction (1994),4.269230769230769,26,0.5519197266046799,0.7965515764781078,0.8320312249162463,0.46111993995706135,0.7401091437053401,Young Adults (18-35),Trending among this age group
Star Wars: Episode V - The Empire Strikes Back (1980),4.4,20,0.718184846459608,0.8679392380770871,0.7661046790759432,0.36663829141756815,0.7371286810448401,Young Adults (18-35),Trending among this age group
"Lord of the Rings: The Fellowship of the Ring, The (2001)",4.380952380952381,21,0.7730582433549542,0.8600452968579819,0.7803503380966422,0.33934509442399113,0.7319967687427819,Young Adults (18-35),Trending among this age group
"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",4.590909090909091,11,0.43693144875265144,0.8936830392955841,0.5718861957801895,0.5392527991022562,0.7262579382023001,Young Adults (18-35),Trending among this age group
"Godfather, The (1972)",4.361111111111111,18,0.613705130276833,0.8256113998681247,0.7118938834890718,0.4237366167275368,0.7111211883262912,Young Adults (18-35),Trending among this age group
Fight Club (1999),4.40625,16,0.638194066618193,0.841170631737258,0.6769976727484699,0.40969989001451884,0.7056245956960737,Young Adults (18-35),Trending among this age group
Back to the Future (1985),4.333333333333333,18,0.5687964589945211,0.8056547565991337,0.7039030495291558,0.450616345130291,0.7041215621843717,Young Adults (18-35),Trending among this age group
"Terminator, The (1984)",4.458333333333333,12,0.49810245994781094,0.8298630024233402,0.5745649862928743,0.49619482985091823,0.6865399630697161,Young Adults (18-35),Trending among this age group
"Lord of the Rings: The Return of the King, The (2003)",4.315789473684211,19,0.7675814527134613,0.7994214082028783,0.7204840343565206,0.3419930405959033,0.684254522527576,Young Adults (18-35),Trending among this age group
American Beauty (1999),4.333333333333333,15,0.48795003647426666,0.7825690286308029,0.631147800366024,0.5030960409105188,0.6812480626073124,Young Adults (18-35),Trending among this age group
"Clockwork Orange, A (1971)",4.555555555555555,9,0.5270462766947299,0.8330517043397517,0.48215647403842127,0.47702370767695923,0.656577535916794,Young Adults (18-35),Trending among this age group
"Dark Knight, The (2008)",4.34375,16,0.889170962188937,0.7980642822762396,0.6596974639404388,0.28681949934074796,0.6543052801884011,Young Adults (18-35),Trending among this age group
