title,avg_user_rating,rating_count,rating_std,weighted_rating,popularity_score,consistency_score,hybrid_score,recommended_for_cluster,reason
"Lord of the Rings: The Fellowship of the Ring, The (2001)",3.9444444444444446,9,1.1843892002959913,0.6039286694164034,0.49529256732498766,0.26429496305359673,0.5034110975164173,1,Popular & highly rated within this segment
"Matrix, The (1999)",4.404761904761905,21,0.561672672004069,0.9973229991025256,1.0,0.4352366620298047,0.8857088319572238,2,Popular & highly rated within this segment
Star Wars: Episode IV - A New Hope (1977),4.4,20,0.5026246899500344,0.9857581952483788,0.9727811245001513,0.47474945620899767,0.8796633262160344,2,Popular & highly rated within this segment
Saving Private Ryan (1998),4.46875,16,0.5313112709765028,1.0,0.8816025961011711,0.45517282299952255,0.8555153434302559,2,Popular & highly rated within this segment
Star Wars: Episode V - The Empire Strikes Back (1980),4.225,20,0.6171880204861231,0.8454814818217105,0.9066849541331872,0.4007194462721251,0.7748901164052364,2,Popular & highly rated within this segment
"Silence of the Lambs, The (1991)",4.204545454545454,22,0.8543877076470348,0.839784759921062,0.9464103660715246,0.27651810966334334,0.7591191117146571,2,Popular & highly rated within this segment
"Shawshank Redemption, The (1994)",4.2368421052631575,19,0.8719139396343282,0.8486463273220718,0.8855131632038223,0.2685898959070925,0.743695091803601,2,Popular & highly rated within this segment
Goodfellas (1990),4.416666666666667,12,0.7017294652672369,0.9077171559109372,0.7163104094052718,0.35248116291870357,0.7392479333607909,2,Popular & highly rated within this segment
"Godfather, The (1972)",4.294117647058823,17,1.0009186956462135,0.8781798553911456,0.8506721474713086,0.21450654220865278,0.7371928803786959,2,Popular & highly rated within this segment
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),4.266666666666667,15,0.7286647932708022,0.8396617987278838,0.7784856697928262,0.33810330539104116,0.720997261379998,2,Popular & highly rated within this segment
Twelve Monkeys (a.k.a. 12 Monkeys) (1995),4.25,14,0.5459642140991691,0.8177765392601226,0.7387257859493246,0.445453519112858,0.7195967092374302,2,Popular & highly rated within this segment
Star Wars: Episode VI - Return of the Jedi (1983),4.176470588235294,17,0.6108696789871654,0.7884027587980784,0.8084875559042493,0.4045279587761316,0.7176532379255403,2,Popular & highly rated within this segment
Pulp Fiction (1994),4.083333333333333,24,0.8681147322824311,0.747127182366328,0.9414995944414395,0.2702958871057198,0.7100726469367399,2,Popular & highly rated within this segment
Jaws (1975),4.5625,8,0.6232117273791125,0.9095696032040087,0.5545794602652759,0.3971161385107905,0.7005818673837452,2,Popular & highly rated within this segment
Casino (1995),4.363636363636363,11,0.777525211517578,0.8564262503943897,0.6561061865516337,0.31313415087180285,0.6876718113370455,2,Popular & highly rated within this segment
"Princess Bride, The (1987)",4.375,12,1.0897247358851683,0.8796618132256032,0.703052146630445,0.18115643815302923,0.6869778382325409,2,Popular & highly rated within this segment
"Lord of the Rings: The Return of the King, The (2003)",4.25,14,0.9354143466934854,0.8177765392601226,0.7387257859493246,0.24106726868487421,0.6787194591518335,2,Popular & highly rated within this segment
Avatar (2009),4.35,10,0.6687467549246293,0.8306089583597085,0.6049472524283211,0.37071922127356655,0.6709324991630639,2,Popular & highly rated within this segment
"Godfather: Part II, The (1974)",4.214285714285714,14,0.8483986208028745,0.7922716822734551,0.7267275403133945,0.27926181613747003,0.6700064664582399,2,Popular & highly rated within this segment
Pirates of the Caribbean: The Curse of the Black Pearl (2003),4.166666666666667,15,0.7715167498104596,0.7664739482444053,0.7440899405462827,0.3161303831511654,0.6696900329163205,2,Popular & highly rated within this segment
Butch Cassidy and the Sundance Kid (1969),4.8,5,0.44721359549995804,0.9009165259708872,0.37787459872091056,0.5147611362214336,0.6667728698460035,2,Popular & highly rated within this segment
Schindler's List (1993),4.5625,16,0.5439056290693574,0.9946390334007712,0.8546691877685066,0.6535038978735074,0.8844210526056391,3,Popular & highly rated within this segment
"Shawshank Redemption, The (1994)",4.395833333333333,24,0.6423321412712781,0.9078546781478491,1.0,0.5741741664413246,0.8687621723621894,3,Popular & highly rated within this segment
Blade Runner (1982),4.722222222222222,9,0.4409585518440985,1.0,0.6107035723095556,0.748072596492728,0.8328255909914123,3,Popular & highly rated within this segment
"Bridge on the River Kwai, The (1957)",4.9,5,0.22360679774997894,0.9558104259850421,0.3619281121090188,1.0,0.7864836466252267,3,Popular & highly rated within this segment
Emma (1996),4.9,5,0.22360679774997894,0.9558104259850421,0.3619281121090188,1.0,0.7864836466252267,3,Popular & highly rated within this segment
Apocalypse Now (1979),4.55,10,0.49721446300587685,0.9134806724842185,0.6151124300232828,0.6947835079960619,0.7802307668483064,3,Popular & highly rated within this segment
Taxi Driver (1976),4.625,8,0.44320263021395906,0.9201504923268502,0.5262033506086468,0.7458673108489992,0.767109713515819,3,Popular & highly rated within this segment
Fargo (1996),4.34375,16,0.7004462863060951,0.8292675323475941,0.7810279587367288,0.5316472813539408,0.7552716100656038,3,Popular & highly rated within this segment
"Dark Knight, The (2008)",4.642857142857143,7,0.37796447300922725,0.905252784112066,0.4658881211713428,0.8129085423941959,0.754974536886275,3,Popular & highly rated within this segment
"Usual Suspects, The (1995)",4.3,15,0.6210590034081189,0.7909485503122933,0.735324722152032,0.5905038350270103,0.7341724588071583,3,Popular & highly rated within this segment
Saving Private Ryan (1998),4.45,10,0.5502524673073059,0.8504820054163416,0.5866203668068839,0.6480846392323529,0.7308440405967066,3,Popular & highly rated within this segment
"Graduate, The (1967)",4.571428571428571,7,0.44986770542121873,0.8674535838713389,0.4482394355175856,0.7393577004433762,0.7160701626796204,3,Popular & highly rated within this segment
Forrest Gump (1994),4.205882352941177,17,0.6138715136688766,0.7284438749534562,0.7631802055545441,0.5961183867907509,0.7123996765012416,3,Popular & highly rated within this segment
Casablanca (1942),4.5,9,0.6614378277661476,0.8665910579739077,0.5499045126092068,0.559864708201159,0.7102398244099477,3,Popular & highly rated within this segment
Chinatown (1974),4.583333333333333,6,0.3763863263545406,0.847727688751534,0.37846010629380583,0.8146090344993644,0.7003236831637817,3,Popular & highly rated within this segment
"Wizard of Oz, The (1939)",4.666666666666667,6,0.6055300708194984,0.8882268318665978,0.3977280436141089,0.6026973795680456,0.6839713049311407,3,Popular & highly rated within this segment
Like Water for Chocolate (Como agua para chocolate) (1992),4.571428571428571,7,0.7867957924694432,0.8674535838713389,0.4482394355175856,0.47356714194769356,0.6629120509804838,3,Popular & highly rated within this segment
Full Metal Jacket (1987),4.5,6,0.44721359549995787,0.8072285456364693,0.3591921689735029,0.7419427181742944,0.6597604671451444,3,Popular & highly rated within this segment
"Beautiful Mind, A (2001)",4.357142857142857,7,0.3779644730092273,0.7540559831491604,0.39529337855631475,0.8129085423941959,0.6581977136203139,3,Popular & highly rated within this segment
American Beauty (1999),4.375,8,0.5824823725107175,0.7784034914241267,0.46093417239613294,0.6212359339961624,0.6517291842301357,3,Popular & highly rated within this segment
